srlkk,metric,sentence
"{'verbs': [{'verb': 'өзгертеді', 'description': {'V': 'өзгертеді', 'Arg(агенс)': 'олар', 'Arg(пациенс)': 'сюжетті'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'Arg(пациенс)', 'V', 'O', 'O', 'O']}], 'words': ['Бұл', 'спектакльдің', 'алғашқы', 'екі', 'актісін', 'қаншама', 'рет', 'қайталап', 'көргендіктен,', 'олар', 'сюжетті', 'өзгертеді', 'дегенге', 'сенбей', 'тұрмын.'], 'metric': 0.75}",0,"Бұл спектакльдің алғашқы екі актісін қаншама рет қайталап көргендіктен, олар сюжетті өзгертеді дегенге сенбей тұрмын."
,0,Қазан революциясы және Ресейдегі екі тарих
,0,МӘСКЕУ – Ресейде ресми тарих (мемлекеттің түсіндіруі) пен оған қарсы тарихтың (азаматтық қоғамның түсіндіруі және халықтың жады) арасында текетірес жүріп жатыр.
"{'verbs': [{'verb': '', 'description': {'Arg(агенс)': 'болатындықтан,', 'Arg(статус)': 'бұқараның'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'Arg(статус)', 'O', 'O', 'O', 'O']}], 'words': ['Биыл', 'Қазан', 'революциясының', 'жүз', 'жылдығы', 'болатындықтан,', 'бұл', 'қалың', 'бұқараның', 'мәселесіне', 'айналатын', 'түрі', 'бар.'], 'metric': 0.67}",0,"Биыл Қазан революциясының жүз жылдығы болатындықтан, бұл қалың бұқараның мәселесіне айналатын түрі бар."
"{'verbs': [{'verb': 'жаңалықтардың', 'description': {'V': 'жаңалықтардың', 'Arg(говорящий)': 'онда'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(говорящий)', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O']}], 'words': ['Президент', 'Владимир', 'Путин', '–', 'кеңестік', 'кезеңге', 'деген', 'емес,', 'мемлекетті', 'қасиетті', 'санайтын', 'мезгілге', 'деген', 'сағыныштың', 'бір', 'үлгісі,', 'онда', 'үкімет,', 'қазіргі', 'тілмен', 'айтқанда,', 'фейк', 'жаңалықтардың', 'арқасында', 'діттегеніне', 'жетіп', 'отырған.'], 'metric': 0.5}",0,"Президент Владимир Путин – кеңестік кезеңге деген емес, мемлекетті қасиетті санайтын мезгілге деген сағыныштың бір үлгісі, онда үкімет, қазіргі тілмен айтқанда, фейк жаңалықтардың арқасында діттегеніне жетіп отырған."
,0,"Шындығында, Қазан революциясын ешқандай екіұшты сезімсіз еске алады."
"{'verbs': [{'verb': '', 'description': {'Arg(тема)': 'элитасы'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Революция', 'деген', 'сөздің', 'өзіне', 'қазіргі', 'Ресей', 'элитасы', 'жиіркенішпен', 'қарайды,', 'себебі', 'оның', 'алдына', 'Путин', 'режимінің', 'суқаны', 'сүймейтін', 'қызғылт-сары', 'не', 'түрлі', 'түсті', 'деген', 'эпитеттерді', 'қосу', 'дәстүрге', 'айналған.'], 'metric': 0.33}",0,"Революция деген сөздің өзіне қазіргі Ресей элитасы жиіркенішпен қарайды, себебі оның алдына Путин режимінің суқаны сүймейтін қызғылт-сары не түрлі түсті деген эпитеттерді қосу дәстүрге айналған."
"{'verbs': [{'verb': '', 'description': {'Arg(тема)': 'ол'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O']}], 'words': ['Бір', 'жағынан', 'революция', '–', 'Ресей', 'тарихының', 'маңызды', 'бөлігі,', 'сондықтан', 'ол', 'ұлттық', 'бірегейліктің', 'бір', 'бөлігі.'], 'metric': 0.33}",0,"Бір жағынан революция – Ресей тарихының маңызды бөлігі, сондықтан ол ұлттық бірегейліктің бір бөлігі."
"{'verbs': [{'verb': 'православ', 'description': {'V': 'православ'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O']}], 'words': ['Коммунистік', 'партия', 'үшін', 'бұл', 'мерейтой', '–', 'өздерін', 'үлкен', 'де', 'берік', 'антикапиталистік', 'дәстүрдің', 'мұрагері', 'етіп', 'көрсетіп', 'қалу', 'мүмкіндігі,', 'дегенмен', 'бұлар', 'маркстік-лениндік', 'ілім', 'мен', 'Ресей', 'православ', 'шіркеуінің', 'ілімдерін', 'қатар', 'оқытады.'], 'metric': 0.33}",0,"Коммунистік партия үшін бұл мерейтой – өздерін үлкен де берік антикапиталистік дәстүрдің мұрагері етіп көрсетіп қалу мүмкіндігі, дегенмен бұлар маркстік-лениндік ілім мен Ресей православ шіркеуінің ілімдерін қатар оқытады."
,0,"Бірақ Коммунистік партия қазір билікте емес, ал биліктегілерге бұл мерейтойға бірізді көзқарасты ұсыну өте қиын."
"{'verbs': [{'verb': '', 'description': {'Arg(субъект ментального состояния)': 'Кремль'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Революцияның', 'тарихи', 'маңыздылығын', 'ескерсек,', 'Кремль', 'оны', 'еске', 'алмай', 'қала', 'алмайды.'], 'metric': 0.33}",0,"Революцияның тарихи маңыздылығын ескерсек, Кремль оны еске алмай қала алмайды."
"{'verbs': [{'verb': '', 'description': {'Arg(пациенс перемещения)': 'режим', 'Arg(агенс)': 'орнына'}, 'tags': ['O', 'O', 'O', 'Arg(пациенс перемещения)', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'Arg(пациенс перемещения)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Бірақ', 'қарсылас', 'топтар', '-', 'қызылдар', 'мен', 'ақтарды', 'бітістірудің', 'орнына', 'режим', 'жағдайды', 'өз', 'жағына', 'қарай', 'бұру', 'үшін', 'бір', 'жаққа', 'қарай', 'ойысады.'], 'metric': 0.67}",0,Бірақ қарсылас топтар - қызылдар мен ақтарды бітістірудің орнына режим жағдайды өз жағына қарай бұру үшін бір жаққа қарай ойысады.
,0,Олар империя жағына шығатын шығар.
"{'verbs': [{'verb': '', 'description': {'Arg(говорящий)': 'империяның'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(говорящий)', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Империяның', 'түсіндіруі', 'бойынша,', 'Владимир', 'Ленин', '–', 'гүлденіп,', 'рухани', 'жағынан', 'байып', 'келе', 'жатқан', 'империяның', 'түбіне', 'жеткен', 'ақылды,', 'бірақ', 'жауыз', 'адам.'], 'metric': 0.5}",0,"Империяның түсіндіруі бойынша, Владимир Ленин – гүлденіп, рухани жағынан байып келе жатқан империяның түбіне жеткен ақылды, бірақ жауыз адам."
"{'verbs': [{'verb': 'негізінде', 'description': {'V': 'негізінде', 'Arg(пациенс)': 'империяны', 'Arg(агенс)': 'ол', 'Arg(результат)': 'мемлекетті'}, 'tags': ['O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'V', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'Arg(результат)', 'O', 'O', 'O', 'O']}], 'words': ['Кейін', 'Иосиф', 'Сталин', 'империяны', 'марксизм-ленинизм', 'идеялары', 'негізінде', 'қайта', 'құрды', 'делінгенімен,', 'ол', 'шындығында', 'мемлекетті', 'орыстың', 'консерваторлық', 'құндылықтарына', 'негіздеді.'], 'metric': 1.0}",0,"Кейін Иосиф Сталин империяны марксизм-ленинизм идеялары негізінде қайта құрды делінгенімен, ол шындығында мемлекетті орыстың консерваторлық құндылықтарына негіздеді."
"{'verbs': [{'verb': '', 'description': {'Arg(пациенс)': 'басты'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Никита', 'Хрущевтің', 'пост-сталиндік', 'жылымығы', 'кезінде', 'репрессия', 'мен', 'цензура', 'босаңсып,', 'империяның', 'басты', 'құндылықтары', 'жойылды,', 'Қырым', 'Украинаға', 'еш', 'қаперсіз', 'берілді.'], 'metric': 0.5}",0,"Никита Хрущевтің пост-сталиндік жылымығы кезінде репрессия мен цензура босаңсып, империяның басты құндылықтары жойылды, Қырым Украинаға еш қаперсіз берілді."
"{'verbs': [{'verb': '', 'description': {'Arg(тема)': 'орыстар'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O']}], 'words': ['Бірақ,', '1964', 'жылдың', 'соңында', 'Хрущев', 'орнынан', 'түскеннен', 'бастап', 'жағдай', 'жақсарды,', 'орыстар', 'тыныш', 'та', 'бақытты', 'ғұмыр', 'кеше', 'бастады.'], 'metric': 0.33}",0,"Бірақ, 1964 жылдың соңында Хрущев орнынан түскеннен бастап жағдай жақсарды, орыстар тыныш та бақытты ғұмыр кеше бастады."
"{'verbs': [{'verb': 'болған', 'description': {'V': 'болған', 'Arg(тема)': 'геосаяси', 'Arg(агенс)': 'құлауы', 'Arg(статус)': 'геосаяси'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O']}], 'words': ['Империяның', 'тағы', 'бір', 'мәрте', 'күйреуі', 'болған', 'Кеңес', 'одағының', 'құлауы', '–', 'Ресей', 'тарихындағы', 'аса', 'ірі', 'геосаяси', 'апат', 'болды.'], 'metric': 0.8}",0,Империяның тағы бір мәрте күйреуі болған Кеңес одағының құлауы – Ресей тарихындағы аса ірі геосаяси апат болды.
"{'verbs': [{'verb': 'орнатқан', 'description': {'V': 'орнатқан', 'Arg(результат)': 'тәртіп'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'Arg(результат)', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Осы', 'интерпретация', 'бойынша,', 'қатал', 'басшылары', 'темірдей', 'тәртіп', 'орнатқан', 'Ресей', 'тарихының', 'мұз', 'дәуірі', '–', 'ел', 'үшін', 'ең', 'жақсы', 'кезең', 'болған.'], 'metric': 0.5}",0,"Осы интерпретация бойынша, қатал басшылары темірдей тәртіп орнатқан Ресей тарихының мұз дәуірі – ел үшін ең жақсы кезең болған."
